Class Name,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,democrat,republican,n,y,n_water-project-cost-sharing,y_water-project-cost-sharing,n_adoption-of-the-budget-resolution,y_adoption-of-the-budget-resolution,n_physician-fee-freeze,y_physician-fee-freeze,n_el-salvador-aid,y_el-salvador-aid,n_religious-groups-in-schools,y_religious-groups-in-schools,n_anti-satellite-test-ban,y_anti-satellite-test-ban,n_aid-to-nicaraguan-contras,y_aid-to-nicaraguan-contras,n_mx-missile,y_mx-missile,n_immigration,y_immigration,n_synfuels-corporation-cutback,y_synfuels-corporation-cutback,n_education-spending,y_education-spending,n_superfund-right-to-sue,y_superfund-right-to-sue,n_crime,y_crime,n_duty-free-exports,y_duty-free-exports,n_export-administration-act-south-africa,y_export-administration-act-south-africa,prediction
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,democrat
democrat,n,y,y,n,n,y,n,y,y,y,n,n,y,y,n,y,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,democrat
democrat,y,y,y,n,n,n,y,y,y,y,n,n,y,n,n,y,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,democrat
democrat,y,y,y,n,,y,n,,n,n,y,n,y,y,n,,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,democrat
republican,n,y,n,y,y,y,n,n,n,n,y,y,y,y,n,n,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,democrat
democrat,n,y,n,n,y,y,n,n,,n,n,y,y,y,n,y,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,democrat
democrat,y,y,n,y,n,n,y,y,y,n,y,n,n,y,n,y,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,democrat
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,democrat
democrat,y,y,y,n,n,n,y,y,y,n,y,n,n,n,n,y,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,democrat
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,democrat
democrat,y,,y,n,n,n,y,y,y,n,n,n,n,n,y,,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,democrat
democrat,y,n,y,n,n,n,y,y,y,n,y,n,n,n,y,,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,democrat
democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,democrat
republican,n,n,n,y,y,y,n,n,n,y,y,y,y,y,n,,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,democrat
democrat,n,n,y,n,n,y,y,y,n,n,y,n,n,y,,y,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,democrat
democrat,y,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,democrat
democrat,y,n,y,n,n,n,y,y,y,y,n,n,n,y,y,y,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,democrat
republican,y,n,n,y,y,y,n,n,n,n,y,y,y,y,n,n,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,democrat
republican,n,n,n,y,y,y,n,n,n,y,y,y,n,y,n,y,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,democrat
democrat,n,,y,,n,y,y,y,y,y,y,n,,,y,y,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,democrat
democrat,n,y,y,n,y,,y,n,n,y,y,n,y,n,y,y,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,democrat
republican,n,n,n,y,y,n,y,n,y,y,n,n,n,y,n,y,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,democrat
democrat,n,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,democrat
republican,n,n,n,y,y,y,y,n,n,y,n,y,n,y,y,y,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,democrat
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,y,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,democrat
democrat,y,n,y,n,n,n,y,y,y,y,n,y,n,n,y,,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,democrat
republican,n,y,y,y,y,y,y,y,y,n,n,y,y,y,n,y,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,democrat
democrat,n,y,n,n,n,y,y,n,y,n,y,n,n,n,y,y,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,democrat
republican,n,n,y,y,y,y,y,y,y,y,n,y,y,y,y,y,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,democrat
democrat,n,y,n,y,n,y,y,y,y,n,y,n,y,n,y,,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,democrat
democrat,n,y,y,n,n,y,y,y,y,y,n,,n,n,y,y,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,democrat
republican,y,n,y,y,n,n,n,y,y,y,n,n,n,y,y,y,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,democrat
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,democrat
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,democrat
republican,n,n,n,y,y,y,n,n,n,y,,y,y,y,n,y,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,democrat
democrat,y,n,y,n,n,y,y,y,y,y,n,n,y,n,n,y,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,democrat
democrat,y,y,y,n,n,y,y,y,y,y,y,y,y,n,n,y,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,democrat
republican,y,y,n,y,y,y,n,n,n,y,y,n,y,n,n,n,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,democrat
republican,y,y,n,y,y,y,n,n,n,n,y,n,y,y,n,y,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,democrat
democrat,n,y,n,n,y,y,n,n,n,y,y,n,y,y,n,n,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,democrat
democrat,y,n,y,n,n,n,y,y,n,y,y,n,n,n,n,,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,democrat
democrat,n,y,y,n,n,y,y,y,n,y,n,n,n,n,y,y,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,democrat
republican,n,y,n,y,y,y,n,n,n,n,n,n,y,y,n,y,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,democrat
democrat,y,y,y,n,,y,y,y,n,y,,,n,n,y,y,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,democrat
democrat,y,y,y,n,,n,y,y,y,y,n,n,n,n,y,,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,democrat
democrat,n,y,y,y,y,y,n,n,n,n,y,y,,y,n,n,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,democrat
democrat,n,y,y,,y,y,n,y,n,y,,n,y,y,,y,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,democrat
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,democrat
democrat,n,y,n,y,y,y,n,n,n,n,y,y,n,y,n,n,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,democrat
democrat,y,,y,n,n,n,y,y,y,n,y,n,n,n,y,y,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,democrat
republican,n,y,n,y,y,y,,,n,n,,,y,,,,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,democrat
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,y,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,democrat
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,y,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,democrat
democrat,y,y,y,n,n,y,,y,y,n,y,n,y,n,y,y,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,democrat
democrat,y,y,y,n,y,y,y,y,y,y,y,n,y,y,n,,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,democrat
democrat,y,y,n,y,y,y,n,n,n,n,y,n,y,y,n,,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,democrat
democrat,y,y,y,y,y,y,n,n,n,n,y,y,y,y,n,y,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,democrat
democrat,y,y,y,n,y,y,n,y,y,n,y,n,n,y,n,,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,democrat
democrat,n,y,y,y,y,y,n,n,n,n,n,y,y,y,n,,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,democrat
democrat,y,n,y,n,n,n,y,y,y,,y,n,n,n,y,,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,democrat
democrat,,,n,n,,y,,n,n,n,y,y,n,y,n,,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,democrat
democrat,y,y,n,n,n,n,n,y,y,n,y,n,n,n,y,n,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,democrat
republican,,,,,n,y,n,y,y,n,n,y,y,n,n,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,democrat
democrat,y,y,y,,n,n,n,y,n,n,y,,n,n,y,y,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,democrat
democrat,y,y,y,n,y,y,n,y,n,n,y,n,y,n,y,y,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,democrat
democrat,y,y,n,n,y,,n,n,n,n,y,n,y,y,n,y,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,democrat
democrat,n,y,y,n,y,y,n,y,n,n,n,n,n,n,n,y,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,democrat
republican,n,y,n,y,y,y,n,,n,n,,,,y,n,,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,democrat
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,n,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,democrat
republican,n,y,n,y,y,y,n,n,n,y,n,y,,y,n,n,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,democrat
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,democrat
democrat,y,n,y,n,y,y,n,n,y,y,n,n,y,y,n,y,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,democrat
democrat,n,n,n,y,y,y,n,n,n,n,y,y,y,y,n,n,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,democrat
democrat,y,n,y,n,n,y,y,y,y,y,y,n,n,n,n,y,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,democrat
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,y,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,democrat
republican,y,y,y,y,y,y,y,y,n,y,,,,y,n,y,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,democrat
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,y,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,democrat
republican,y,y,n,y,y,y,n,n,n,y,n,n,y,y,n,y,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,democrat
democrat,y,y,y,n,n,n,y,y,y,y,y,n,y,n,n,y,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,democrat
democrat,y,y,y,n,n,n,y,y,n,y,n,n,n,n,n,y,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,democrat
democrat,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,y,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,democrat
republican,y,y,y,y,y,y,y,y,n,y,n,n,y,y,n,y,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,democrat
democrat,n,y,y,n,y,y,y,y,n,n,y,n,y,n,y,y,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,democrat
democrat,n,n,y,n,n,y,y,y,y,n,y,n,n,n,y,y,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,democrat
democrat,n,y,y,n,n,,y,y,y,y,y,n,,y,y,y,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,democrat
democrat,n,n,y,n,n,n,y,y,n,y,y,n,n,n,y,,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,democrat
democrat,,,,n,n,n,y,y,y,y,n,n,y,n,y,y,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,democrat
democrat,y,n,y,n,,n,y,y,y,y,n,y,n,,y,y,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,democrat
democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,democrat
republican,n,n,n,y,y,y,,,,,n,y,y,y,n,y,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,democrat
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,,n,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,democrat
