Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,F,I,M,Length_discretized,Diameter_discretized,Height_discretized,Whole weight_discretized,Shucked weight_discretized,Viscera weight_discretized,Shell weight_discretized,Rings_discretized,Length_z_score,Diameter_z_score,Height_z_score,Whole weight_z_score,Shucked weight_z_score,Viscera weight_z_score,Shell weight_z_score,Rings_z_score,prediction
M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.502, 1.488]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.40756661752577095,0.3057616785082955,1.0623500212994683,0.38130284408232196,0.6472104938347125,0.38032255319623387,0.05074684492827057,0.008608540048318068,9
M,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,10,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.253, 0.76]","(0.234, 0.329]","(9.0, 11.0]",0.4909921385165255,0.45725029746896473,0.11446017150465632,0.2348924435664691,0.1404502966176257,0.7797137214433105,0.11878894727887875,0.008608540048318068,9
M,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,11,0,0,1,"(0.545, 0.615]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.234, 0.329]","(9.0, 11.0]",0.6161304200026574,0.8612199480307486,0.8253775588507651,0.941525973833954,1.1494860875366046,0.9204083375303485,0.6237329699860232,0.3191639364150615,9
M,0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343,9,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(8.0, 9.0]",0.6578431804980347,0.6592351227498564,0.8253775588507651,0.8439190401567186,0.8714406695944857,1.1155653856510792,0.7275867051527409,-0.3019468563184254,9
F,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.502, 1.488]","(0.253, 0.76]","(0.234, 0.329]","(9.0, 11.0]",0.6995559409934119,0.6592351227498564,0.2329464027290079,0.5612656280497246,0.7010257360170581,0.6798659293815412,0.42318782621580964,0.3191639364150615,9
F,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,10,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.502, 1.488]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.7412687014887892,0.45725029746896473,0.11446017150465632,0.5653325836196095,0.633756683289126,0.5028630252720413,0.5270415613825273,0.008608540048318068,9
M,0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,9,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.234, 0.329]","(8.0, 9.0]",0.8246942224795438,0.8612199480307486,0.8253775588507651,0.8469692568341323,0.9790711539591769,0.9385624815415792,0.5521097043538041,-0.3019468563184254,9
M,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,11,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",0.8246942224795438,0.8107237417105255,1.0623500212994683,0.6741236451140281,0.7369025641386218,0.6435576413590797,0.7347490317159625,0.3191639364150615,9
M,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,11,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.336, 0.502]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",0.9081197434702983,0.8612199480307486,1.2993224837481714,0.6802240784688551,0.3669227741349964,1.1700278176847714,0.7598171746872392,0.3191639364150615,9
F,0.635,0.475,0.15,1.1845,0.533,0.307,0.291,10,1,0,0,"(0.615, 0.815]","(0.425, 0.48]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.234, 0.329]","(9.0, 11.0]",0.9081197434702983,0.6592351227498564,0.2329464027290079,0.7056425507806355,0.7615678834721971,1.1291809936595023,0.3551457238652015,0.008608540048318068,9
M,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,10,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.234, 0.329]","(9.0, 11.0]",1.0332580249564303,0.7602275353903025,0.46991886517771103,1.8342227214236686,0.9342251188072223,0.8704844414994644,0.47332411215836306,0.008608540048318068,9
M,0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,10,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.0749707854518076,1.3661820112329792,1.1808362525238199,1.1936772191668121,1.2077859332341452,1.3651848658055021,0.9782681348655076,0.008608540048318068,9
F,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,11,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.1583963064425622,1.063204773311641,1.0623500212994683,1.02286508523165,0.8804098766248767,1.0021019855808868,1.404426565377211,0.3191639364150615,9
F,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,10,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.2418218274333166,1.21469339227231,0.8253775588507651,1.2384137304355445,1.409593091417941,1.337953649788656,1.0570537270609486,0.008608540048318068,9
F,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(8.0, 9.0]",1.3252473484240712,1.2651895985925332,0.8253775588507651,1.5190336647575962,1.5889772320257596,1.7691145700553863,1.2898293403656604,-0.3019468563184254,9
F,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.408672869414825,1.4166782175532022,1.0623500212994683,1.7111973154346534,1.9813800396053625,1.9869642981901554,1.110771176285113,0.008608540048318068,9
M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.408672869414825,1.21469339227231,1.1808362525238199,1.806770771326946,1.790784390209555,2.3001232823838853,1.5297672802335944,0.3191639364150615,9
F,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,13,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.4920983904055796,1.3661820112329792,0.9438637900751167,1.4275271644351883,1.095670845354259,1.6783438499992325,1.5978093825842026,0.9402747291485484,9
F,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,9,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(8.0, 9.0]",1.6172366718917113,1.4166782175532022,1.2993224837481714,2.5123875627019596,3.176526876404952,2.2138910983305395,1.8628154654234126,-0.3019468563184254,9
M,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,11,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.6172366718917113,1.5176706301936485,0.9438637900751167,1.523100620327481,1.4701352388730795,1.7464218900413477,1.4402381981933206,0.3191639364150615,9
I,0.185,0.135,0.04,0.027,0.0105,0.0055,0.009,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.8460287011136542,-2.7745069070253083,-2.3737506842067244,-1.6481079852901952,-1.5816374532174313,-1.6075562160335333,-1.664630366963376,-1.5441684417853991,9
I,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,4,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.3871883356645047,-2.3200410501433013,-2.0182919905336703,-1.5901538684193368,-1.5233376075198903,-1.539478175991418,-1.600169427894379,-1.8547238381521427,9
I,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.803209688729223,-1.9665676059017403,-1.5443470656362641,-1.4437434679034837,-1.3753456915184403,-1.407860631909995,-1.4712475497563846,-0.9230576490519122,9
I,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.5529331257569592,-1.512101749019733,-1.307374603187561,-1.3197013230219972,-1.2632306036385537,-1.3533981998763027,-1.2993517122390588,-1.2336130454186558,9
I,0.35,0.265,0.08,0.2,0.09,0.042,0.06,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.4695076047662052,-1.46160554269951,-1.4258608344119126,-1.2963163284951595,-1.2251114737593924,-1.276243087828572,-1.2993517122390588,-0.9230576490519122,9
I,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.3443693232800733,-1.4111093363792868,-1.307374603187561,-1.302416761849987,-1.2632306036385537,-1.3624752718819182,-1.2635400794229492,-1.2336130454186558,9
I,0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.3443693232800733,-1.4111093363792868,-1.5443470656362641,-1.2525965561188979,-1.202688456183415,-1.2535504078145336,-1.2277284466068397,-1.2336130454186558,9
I,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.1358055208031868,-1.007139685817503,-0.8334296782901554,-1.1610900557964898,-1.0973002735763215,-1.1809338317696108,-1.1489428544113987,-0.6125022526851688,9
I,0.405,0.3,0.09,0.269,0.103,0.067,0.11,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.010667239317055,-1.108132098457949,-1.1888883719632097,-1.1560063613341338,-1.1668116280618512,-1.0493162876881876,-0.9412353840779636,-1.2336130454186558,9
I,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.9689544788216782,-0.9566434794972799,-1.0704021407388582,-1.1326213668072962,-1.1174809893947013,-1.3443211278706875,-0.9412353840779636,-0.9230576490519122,9
I,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.9689544788216782,-0.7546586542163877,-0.8334296782901554,-1.0309474775601761,-0.9986389962420215,-1.0765475037050338,-0.9770470168940731,-0.9230576490519122,9
I,0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.9272417183263009,-1.007139685817503,-1.1888883719632097,-1.130587889022354,-1.0703926524851488,-1.0992401837190724,-1.120293548158511,-1.2336130454186558,9
I,0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.9272417183263009,-1.007139685817503,-0.9519159095145066,-1.1326213668072962,-1.1174809893947013,-1.1446255437471493,-1.0307644661182374,-1.2336130454186558,9
I,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.9272417183263009,-1.007139685817503,-1.0704021407388582,-1.070600294366553,-1.1242078946674945,-1.090163111713457,-0.905423751261854,-0.6125022526851688,9
I,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.802103436840169,-0.7041624478961646,-0.9519159095145066,-1.010612699710752,-1.0031235997572168,-1.0538548236909955,-0.8696121184457445,-0.6125022526851688,9
I,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.7603906763447917,-0.7546586542163877,-0.9519159095145066,-1.0431483442698306,-1.0233043155755965,-0.9449299596236109,-1.0271833028366264,-0.9230576490519122,9
I,0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(0.0934, 0.171]","(0.0005, 0.13]","(0.999, 8.0]",-0.7603906763447917,-0.8051548605366108,-0.7149434470658038,-0.9302903272055273,-0.9493083575748714,-0.7996968075337649,-0.9412353840779636,-0.9230576490519122,9
I,0.435,0.345,0.12,0.3215,0.13,0.056,0.1185,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(0.115, 0.14]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.7603906763447917,-0.6536662415759421,-0.4779709846171009,-1.0492487776246577,-1.0457273331515737,-1.149164079749957,-0.8803556082905774,-0.9230576490519122,9
I,0.465,0.37,0.11,0.445,0.1635,0.096,0.166,7,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.0, 0.186]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.510114113372528,-0.4011852099748268,-0.7149434470658038,-0.7981142711842711,-0.8954931153925259,-0.7860811995253418,-0.5401450965375366,-0.9230576490519122,9
I,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,9,0,1,0,"(0.45, 0.545]","(0.054, 0.35]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.13, 0.234]","(8.0, 9.0]",-0.42668859238177387,-0.7041624478961646,-0.8334296782901554,-0.7808297100122606,-0.7183512765423051,-0.9313143516151878,-0.679810464520364,-0.3019468563184254,9
I,0.485,0.385,0.13,0.568,0.2505,0.178,0.154,7,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.13, 0.234]","(0.999, 8.0]",-0.3432630713910193,-0.24969659101415762,-0.24099852216839776,-0.5479965036363558,-0.5053326095705207,-0.0417612950648812,-0.6260930152961997,-0.9230576490519122,9
I,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.3432630713910193,-0.4011852099748268,-0.5964572158414522,-0.7737125377649623,-0.7833780275126393,-0.7815426635225342,-0.6547423215490873,-0.3019468563184254,9
I,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.25983755040026474,-0.30019279733438065,-0.12251229094404618,-0.6669549540554862,-0.7026551642391211,-0.6000012234102267,-0.5473074231007585,-0.6125022526851688,9
I,0.495,0.38,0.145,0.5,0.205,0.148,0.1505,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.25983755040026474,-0.30019279733438065,0.11446017150465632,-0.686272993012439,-0.7093820695119143,-0.31407345523334246,-0.6511611582674763,-0.6125022526851688,9
I,0.5,0.38,0.11,0.5605,0.28,0.106,0.15,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.21812478990488746,-0.30019279733438065,-0.7149434470658038,-0.5632475870234237,-0.3730368058722545,-0.6953104794691881,-0.6547423215490873,-0.3019468563184254,9
F,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,10,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.1346992689141329,-0.09820797205348843,-0.4779709846171009,-0.27856069713148734,-0.07256837035415889,-0.6544636554439189,-0.3324376262041014,0.008608540048318068,9
I,0.515,0.415,0.135,0.7125,0.285,0.152,0.245,10,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(9.0, 11.0]",-0.0929865084187556,0.05328064690718021,-0.12251229094404618,-0.2541589637121785,-0.3506137882962775,-0.2777651672108809,0.025678701956993875,0.008608540048318068,9
I,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,10,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(9.0, 11.0]",-0.0929865084187556,0.10377685322740327,0.2329464027290079,-0.3354980751098746,-0.4829095919945434,-0.44569099931476525,-0.04594456367522526,0.008608540048318068,9
I,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.13, 0.234]","(0.999, 8.0]",-0.05127374792337831,0.0027844405869571418,-0.7149434470658038,-0.6486536539910046,-0.6578091290871665,-0.8269280235506111,-0.4112232183995424,-0.6125022526851688,9
I,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.05127374792337831,0.05328064690718021,-0.004026059719694606,-0.40666979758285876,-0.24746790744678177,-0.44569099931476525,-0.5258204434110928,-0.3019468563184254,9
I,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.05127374792337831,-0.14870417837371147,-0.3594847533927493,-0.5225780313245756,-0.5322402306616936,-0.33222759924457324,-0.5473074231007585,-0.3019468563184254,9
I,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.05127374792337831,-0.30019279733438065,-0.5964572158414522,-0.3517658973894139,-0.15553353538527473,-0.11437787110980402,-0.7084597707732516,-0.9230576490519122,9
I,0.52,0.385,0.115,0.581,0.2555,0.156,0.143,10,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.05127374792337831,-0.24969659101415762,-0.5964572158414522,-0.5215612924321045,-0.4829095919945434,-0.24145687918841938,-0.7048786074916407,0.008608540048318068,9
I,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.009560987428001022,0.05328064690718021,-0.4779709846171009,-0.49105912565796844,-0.3707945041146568,-0.568231471390573,-0.5150769535662599,-0.3019468563184254,9
I,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.009560987428001022,-0.04771176573326536,0.11446017150465632,-0.2866946082712569,-0.2631640197499659,-0.26414955920245786,-0.22500272775577287,-0.6125022526851688,9
I,0.525,0.4,0.145,0.6095,0.248,0.159,0.175,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.009560987428001022,-0.09820797205348843,0.11446017150465632,-0.46360717556124587,-0.5165441183585094,-0.21422566317157324,-0.47568415746853965,-0.3019468563184254,9
I,0.53,0.43,0.14,0.677,0.298,0.0965,0.23,8,0,1,0,"(0.45, 0.545]","(0.425, 0.48]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",0.032151773067376266,0.20476926586784938,-0.004026059719694606,-0.3263474250776337,-0.29231394259873644,-0.7815426635225342,-0.08175619649133463,-0.6125022526851688,9
I,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,9,0,1,0,"(0.45, 0.545]","(0.425, 0.48]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(8.0, 9.0]",0.032151773067376266,0.20476926586784938,0.46991886517771103,-0.22975723029286962,-0.18916806174924072,-0.5001534313484576,-0.010132930859115692,-0.3019468563184254,9
I,0.53,0.395,0.13,0.575,0.247,0.115,0.183,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.032151773067376266,-0.14870417837371147,-0.24099852216839776,-0.533762159141759,-0.5210287218737049,-0.6136168314186498,-0.41838554496276437,-0.3019468563184254,9
I,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.032151773067376266,-0.04771176573326536,-0.4779709846171009,-0.4178539254000419,-0.411155935751416,-0.31407345523334246,-0.3861550754282657,-0.3019468563184254,9
I,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,9,0,1,0,"(0.45, 0.545]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.502, 1.488]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",0.07386453356275355,0.45725029746896473,-0.004026059719694606,0.3335161161361758,0.7481140729266107,-0.05537690307330428,0.01851637539377196,-0.3019468563184254,9
F,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,9,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",0.11557729405813084,0.15427305954762632,0.46991886517771103,0.2196413601794012,0.019366001707348143,0.16247282506146493,0.38379503011808913,-0.3019468563184254,9
I,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.11557729405813084,-0.14870417837371147,-0.12251229094404618,-0.3700671974538955,-0.4156405392666115,-0.25053395119403477,-0.3539246058937671,-0.3019468563184254,9
I,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,10,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.19900281504888542,0.25526547218807244,-0.004026059719694606,-0.07724639642218956,-0.3057677531443228,0.07170210500531109,-0.024457583985559517,0.008608540048318068,9
I,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,6,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",0.19900281504888542,0.4067540911487416,-0.24099852216839776,-0.06809574638994863,-0.11517210374851555,-0.38215149527545755,-0.08175619649133463,-1.2336130454186558,9
