vendor name,Model Name,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,PRP,ERP,MYCT_discretized,MMIN_discretized,MMAX_discretized,CACH_discretized,CHMIN_discretized,CHMAX_discretized,PRP_discretized,ERP_discretized,MYCT_z_score,MMIN_z_score,MMAX_z_score,CACH_z_score,CHMIN_z_score,CHMAX_z_score,PRP_z_score,ERP_z_score,prediction
prime,50-250-ii,160,512,2000,2,3,8,32,20,"(110.0, 225.0]","(63.999, 768.0]","(63.999, 4000.0]","(-0.001, 8.0]","(2.0, 6.0]","(5.0, 8.0]","(27.0, 49.5]","(14.999, 28.0]",-0.18940999126936336,-0.6845501404597397,-0.9101302761678229,-0.6588776585910702,-0.24990228931524408,-0.4129874913381741,-0.550450674853924,-0.650541804409961,32
prime,50-550-ii,160,1000,4000,8,1,14,38,29,"(110.0, 225.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(8.0, 24.0]","(27.0, 49.5]","(28.0, 45.0]",-0.18940999126936336,-0.5341961273776662,-0.7128687715045243,-0.4630991848294664,-0.535251711866693,-0.09459490025064322,-0.49640703709511813,-0.5610992506012473,32
prime,50-750-ii,160,1000,8000,16,1,14,60,43,"(110.0, 225.0]","(768.0, 2000.0]","(4000.0, 8000.0]","(8.0, 32.0]","(-0.001, 1.0]","(8.0, 24.0]","(49.5, 111.5]","(28.0, 45.0]",-0.18940999126936336,-0.5341961273776662,-0.318345762177927,-0.20206121981399472,-0.535251711866693,-0.09459490025064322,-0.29824703197949676,-0.421966389121026,32
siemens,7.521,240,512,1000,8,1,3,6,19,"(225.0, 1500.0]","(63.999, 768.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(5.999, 27.0]","(14.999, 28.0]",0.09821093393099027,-0.6845501404597397,-1.0087610284994724,-0.4630991848294664,-0.535251711866693,-0.6783146505777832,-0.7846397718087492,-0.6604798659442626,32
siemens,7.531,240,512,2000,8,1,5,11,22,"(225.0, 1500.0]","(63.999, 768.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(5.999, 27.0]","(14.999, 28.0]",0.09821093393099027,-0.6845501404597397,-0.9101302761678229,-0.4630991848294664,-0.535251711866693,-0.5721837868819396,-0.7396034070097444,-0.630665681341358,32
siemens,7.536,105,2000,4000,8,3,8,22,31,"(50.0, 110.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(2.0, 6.0]","(5.0, 8.0]","(5.999, 27.0]","(28.0, 45.0]",-0.3871493773446065,-0.22609364155374514,-0.7128687715045243,-0.4630991848294664,-0.24990228931524408,-0.4129874913381741,-0.6405234044519337,-0.5412231275326443,32
siemens,7.541,105,2000,6000,16,6,16,33,41,"(50.0, 110.0]","(768.0, 2000.0]","(4000.0, 8000.0]","(8.0, 32.0]","(2.0, 6.0]","(8.0, 24.0]","(27.0, 49.5]","(28.0, 45.0]",-0.3871493773446065,-0.22609364155374514,-0.5156072668412256,-0.20206121981399472,0.1781218445119292,0.011535963445200399,-0.541443401894123,-0.44184251218962906,32
siemens,7.551,105,2000,8000,16,4,14,58,47,"(50.0, 110.0]","(768.0, 2000.0]","(4000.0, 8000.0]","(8.0, 32.0]","(2.0, 6.0]","(8.0, 24.0]","(49.5, 111.5]","(45.0, 99.5]",-0.3871493773446065,-0.22609364155374514,-0.318345762177927,-0.20206121981399472,-0.10722757803951966,-0.09459490025064322,-0.3162615778990987,-0.38221414298381995,32
siemens,7.561,52,4000,16000,32,4,12,130,99,"(50.0, 110.0]","(2000.0, 4000.0]","(8000.0, 16000.0]","(8.0, 32.0]","(2.0, 6.0]","(8.0, 24.0]","(111.5, 1150.0]","(45.0, 99.5]",-0.5776982402898408,0.390111330094097,0.47070025647526764,0.3200147102169486,-0.10722757803951966,-0.20072576394648686,0.3322620752065712,0.13456505679985914,32
siemens,7.870-2,59,4000,12000,32,6,12,113,81,"(50.0, 110.0]","(2000.0, 4000.0]","(8000.0, 16000.0]","(8.0, 32.0]","(2.0, 6.0]","(8.0, 24.0]","(111.5, 1150.0]","(45.0, 99.5]",-0.5525314093348098,0.390111330094097,0.07617724714867033,0.3200147102169486,0.1781218445119292,-0.20072576394648686,0.1791384348899547,-0.044320050817568235,32
siemens,7.872-2,59,8000,16000,64,12,24,188,149,"(50.0, 110.0]","(4000.0, 32000.0]","(8000.0, 16000.0]","(32.0, 256.0]","(6.0, 52.0]","(8.0, 24.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.5525314093348098,1.6225212733897811,0.47070025647526764,1.3641665702788355,1.0341701121662756,0.4360594182285749,0.8546839068750276,0.6314681335149352,32
siemens,7.875-2,26,8000,24000,32,8,16,173,183,"(16.999, 50.0]","(4000.0, 32000.0]","(16000.0, 64000.0]","(8.0, 32.0]","(6.0, 52.0]","(8.0, 24.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.6711750409799557,1.6225212733897811,1.2597462751284623,0.3200147102169486,0.46347126706337805,0.011535963445200399,0.719574812478013,0.9693622256811869,32
siemens,7.881-2,26,8000,32000,128,24,32,405,382,"(16.999, 50.0]","(4000.0, 32000.0]","(16000.0, 64000.0]","(32.0, 256.0]","(6.0, 52.0]","(24.0, 176.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.6711750409799557,1.6225212733897811,2.048792293781657,3.4524702904026086,2.7462666474749686,0.8605828730119495,2.8092621391518384,2.94703647100719,32
sperry,1100/61-h1,116,2000,8000,32,5,28,70,56,"(110.0, 225.0]","(768.0, 2000.0]","(4000.0, 8000.0]","(8.0, 32.0]","(2.0, 6.0]","(24.0, 176.0]","(49.5, 111.5]","(45.0, 99.5]",-0.34760150012955787,-0.22609364155374514,-0.318345762177927,0.3200147102169486,0.03544713323620476,0.6483211456202621,-0.20817430238148707,-0.29277158917510626,32
sperry,1100/81,50,2000,32000,24,6,26,114,182,"(16.999, 50.0]","(768.0, 2000.0]","(16000.0, 64000.0]","(8.0, 32.0]","(2.0, 6.0]","(24.0, 176.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.5848887634198496,-0.22609364155374514,2.048792293781657,0.05897674520147695,0.1781218445119292,0.5421902819244185,0.18814570784975568,0.9594241641468854,32
sperry,1100/82,50,2000,32000,48,26,52,208,227,"(16.999, 50.0]","(768.0, 2000.0]","(16000.0, 64000.0]","(32.0, 256.0]","(6.0, 52.0]","(24.0, 176.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.5848887634198496,-0.22609364155374514,2.048792293781657,0.8420906402478919,3.0316160700264176,1.9218915099703857,1.034829366071047,1.406636933190454,32
sperry,1100/83,50,2000,32000,112,52,104,307,341,"(16.999, 50.0]","(768.0, 2000.0]","(16000.0, 64000.0]","(32.0, 256.0]","(6.0, 52.0]","(24.0, 176.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.5848887634198496,-0.22609364155374514,2.048792293781657,2.930394360371665,6.741158563195252,4.68129396606232,1.9265493890913432,2.5395759481008273,32
sperry,1100/84,50,4000,32000,112,52,104,397,360,"(16.999, 50.0]","(2000.0, 4000.0]","(16000.0, 64000.0]","(32.0, 256.0]","(6.0, 52.0]","(24.0, 176.0]","(111.5, 1150.0]","(99.5, 1238.0]",-0.5848887634198496,0.390111330094097,2.048792293781657,2.930394360371665,6.741158563195252,4.68129396606232,2.7372039554734306,2.728399117252556,32
sperry,80/3,180,262,4000,0,1,3,12,24,"(110.0, 225.0]","(63.999, 768.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(5.999, 27.0]","(14.999, 28.0]",-0.11750475996927497,-0.76157576191572,-0.7128687715045243,-0.724137149844938,-0.535251711866693,-0.6783146505777832,-0.7305961340499434,-0.6107895582727549,32
sperry,80/6,180,512,4000,0,1,3,21,24,"(110.0, 225.0]","(63.999, 768.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(5.999, 27.0]","(14.999, 28.0]",-0.11750475996927497,-0.6845501404597397,-0.7128687715045243,-0.724137149844938,-0.535251711866693,-0.6783146505777832,-0.6495306774117346,-0.6107895582727549,32
sperry,80/8,124,1000,8000,0,1,8,42,37,"(110.0, 225.0]","(768.0, 2000.0]","(4000.0, 8000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(5.0, 8.0]","(27.0, 49.5]","(28.0, 45.0]",-0.3188394076095225,-0.5341961273776662,-0.318345762177927,-0.724137149844938,-0.535251711866693,-0.4129874913381741,-0.46037794525591424,-0.4815947583268352,32
sratus,32,125,2000,8000,0,2,14,52,41,"(110.0, 225.0]","(768.0, 2000.0]","(4000.0, 8000.0]","(-0.001, 8.0]","(1.0, 2.0]","(8.0, 24.0]","(49.5, 111.5]","(28.0, 45.0]",-0.3152441460445181,-0.22609364155374514,-0.318345762177927,-0.724137149844938,-0.3925770005909685,-0.09459490025064322,-0.37030521565790453,-0.44184251218962906,32
wang,vs-100,480,512,8000,32,0,0,67,47,"(225.0, 1500.0]","(63.999, 768.0]","(4000.0, 8000.0]","(8.0, 32.0]","(-0.001, 1.0]","(-0.001, 5.0]","(49.5, 111.5]","(45.0, 99.5]",0.9610737095320511,-0.6845501404597397,-0.318345762177927,0.3200147102169486,-0.6779264231424174,-0.8375109461215486,-0.23519612126088998,-0.38221414298381995,32
wang,vs-90,480,1000,4000,0,0,0,45,25,"(225.0, 1500.0]","(768.0, 2000.0]","(63.999, 4000.0]","(-0.001, 8.0]","(-0.001, 1.0]","(-0.001, 5.0]","(27.0, 49.5]","(14.999, 28.0]",0.9610737095320511,-0.5341961273776662,-0.7128687715045243,-0.724137149844938,-0.6779264231424174,-0.8375109461215486,-0.43335612637651133,-0.6008514967384534,32
