buying,maint,doors,persons,lug_boot,safety,class,acc,good,unacc,vgood,prediction
med,0,2,1,0,1,acc,1,0,0,0,unacc
med,0,2,1,0,2,good,0,1,0,0,unacc
med,0,2,1,1,0,unacc,0,0,1,0,unacc
med,0,2,1,1,1,good,0,1,0,0,unacc
med,0,2,1,1,2,vgood,0,0,0,1,unacc
med,0,2,1,2,2,vgood,0,0,0,1,unacc
med,0,2,2,0,0,unacc,0,0,1,0,unacc
med,0,2,2,0,1,acc,1,0,0,0,unacc
med,0,2,2,0,2,good,0,1,0,0,unacc
med,0,2,2,1,0,unacc,0,0,1,0,unacc
med,0,2,2,1,1,good,0,1,0,0,unacc
med,0,2,2,1,2,vgood,0,0,0,1,unacc
med,0,2,2,2,0,unacc,0,0,1,0,unacc
med,0,2,2,2,2,vgood,0,0,0,1,unacc
med,0,3,0,0,0,unacc,0,0,1,0,unacc
med,0,3,0,0,1,unacc,0,0,1,0,unacc
med,0,3,0,0,2,unacc,0,0,1,0,unacc
med,0,3,0,1,1,unacc,0,0,1,0,unacc
med,0,3,0,2,1,unacc,0,0,1,0,unacc
med,0,3,0,2,2,unacc,0,0,1,0,unacc
med,0,3,1,0,0,unacc,0,0,1,0,unacc
med,0,3,1,0,1,acc,1,0,0,0,unacc
med,0,3,1,0,2,good,0,1,0,0,unacc
med,0,3,1,1,0,unacc,0,0,1,0,unacc
med,0,3,1,1,1,good,0,1,0,0,unacc
med,0,3,1,2,0,unacc,0,0,1,0,unacc
med,0,3,1,2,1,good,0,1,0,0,unacc
med,0,3,1,2,2,vgood,0,0,0,1,unacc
med,0,3,2,0,0,unacc,0,0,1,0,unacc
med,0,3,2,0,1,acc,1,0,0,0,unacc
med,0,3,2,0,2,good,0,1,0,0,unacc
med,0,3,2,1,0,unacc,0,0,1,0,unacc
med,0,3,2,1,1,good,0,1,0,0,unacc
med,0,3,2,1,2,vgood,0,0,0,1,unacc
med,0,3,2,2,0,unacc,0,0,1,0,unacc
med,0,3,2,2,2,vgood,0,0,0,1,unacc
0,3,0,0,0,0,unacc,0,0,1,0,unacc
0,3,0,0,0,1,unacc,0,0,1,0,unacc
0,3,0,0,0,2,unacc,0,0,1,0,unacc
0,3,0,0,1,0,unacc,0,0,1,0,unacc
0,3,0,0,1,1,unacc,0,0,1,0,unacc
0,3,0,0,1,2,unacc,0,0,1,0,unacc
0,3,0,0,2,1,unacc,0,0,1,0,unacc
0,3,0,1,0,0,unacc,0,0,1,0,unacc
0,3,0,1,0,2,acc,1,0,0,0,unacc
0,3,0,1,1,0,unacc,0,0,1,0,unacc
0,3,0,1,1,1,unacc,0,0,1,0,unacc
0,3,0,2,0,1,unacc,0,0,1,0,unacc
0,3,0,2,0,2,unacc,0,0,1,0,unacc
0,3,0,2,1,1,unacc,0,0,1,0,unacc
0,3,0,2,2,0,unacc,0,0,1,0,unacc
0,3,0,2,2,1,acc,1,0,0,0,unacc
0,3,0,2,2,2,acc,1,0,0,0,unacc
0,3,1,0,0,0,unacc,0,0,1,0,unacc
0,3,1,0,0,1,unacc,0,0,1,0,unacc
0,3,1,0,0,2,unacc,0,0,1,0,unacc
0,3,1,0,1,0,unacc,0,0,1,0,unacc
0,3,1,0,1,1,unacc,0,0,1,0,unacc
0,3,1,0,1,2,unacc,0,0,1,0,unacc
0,3,1,0,2,0,unacc,0,0,1,0,unacc
0,3,1,0,2,1,unacc,0,0,1,0,unacc
0,3,1,1,0,0,unacc,0,0,1,0,unacc
0,3,1,1,0,1,unacc,0,0,1,0,unacc
0,3,1,1,0,2,acc,1,0,0,0,unacc
0,3,1,1,1,0,unacc,0,0,1,0,unacc
0,3,1,1,1,1,unacc,0,0,1,0,unacc
0,3,1,1,1,2,acc,1,0,0,0,unacc
0,3,1,1,2,1,acc,1,0,0,0,unacc
0,3,1,1,2,2,acc,1,0,0,0,unacc
0,3,1,2,0,0,unacc,0,0,1,0,unacc
0,3,1,2,0,1,unacc,0,0,1,0,unacc
0,3,1,2,0,2,acc,1,0,0,0,unacc
0,3,1,2,1,0,unacc,0,0,1,0,unacc
0,3,1,2,1,1,acc,1,0,0,0,unacc
0,3,1,2,1,2,acc,1,0,0,0,unacc
0,3,1,2,2,2,acc,1,0,0,0,unacc
0,3,2,0,0,0,unacc,0,0,1,0,unacc
0,3,2,0,0,1,unacc,0,0,1,0,unacc
0,3,2,0,0,2,unacc,0,0,1,0,unacc
0,3,2,0,1,0,unacc,0,0,1,0,unacc
0,3,2,0,1,1,unacc,0,0,1,0,unacc
0,3,2,0,1,2,unacc,0,0,1,0,unacc
0,3,2,0,2,0,unacc,0,0,1,0,unacc
0,3,2,0,2,1,unacc,0,0,1,0,unacc
0,3,2,0,2,2,unacc,0,0,1,0,unacc
0,3,2,1,0,0,unacc,0,0,1,0,unacc
0,3,2,1,0,2,acc,1,0,0,0,unacc
0,3,2,1,1,0,unacc,0,0,1,0,unacc
0,3,2,1,1,1,acc,1,0,0,0,unacc
0,3,2,1,2,0,unacc,0,0,1,0,unacc
0,3,2,1,2,1,acc,1,0,0,0,unacc
0,3,2,1,2,2,acc,1,0,0,0,unacc
0,3,2,2,0,0,unacc,0,0,1,0,unacc
0,3,2,2,0,1,unacc,0,0,1,0,unacc
0,3,2,2,0,2,acc,1,0,0,0,unacc
0,3,2,2,1,0,unacc,0,0,1,0,unacc
0,3,2,2,1,1,acc,1,0,0,0,unacc
0,3,2,2,1,2,acc,1,0,0,0,unacc
0,3,2,2,2,0,unacc,0,0,1,0,unacc
0,3,2,2,2,1,acc,1,0,0,0,unacc
0,3,2,2,2,2,acc,1,0,0,0,unacc
0,3,3,0,0,0,unacc,0,0,1,0,unacc
0,3,3,0,0,1,unacc,0,0,1,0,unacc
0,3,3,0,0,2,unacc,0,0,1,0,unacc
0,3,3,0,1,0,unacc,0,0,1,0,unacc
0,3,3,0,1,2,unacc,0,0,1,0,unacc
0,3,3,0,2,0,unacc,0,0,1,0,unacc
0,3,3,0,2,2,unacc,0,0,1,0,unacc
0,3,3,1,0,0,unacc,0,0,1,0,unacc
0,3,3,1,0,1,unacc,0,0,1,0,unacc
0,3,3,1,1,0,unacc,0,0,1,0,unacc
0,3,3,1,2,0,unacc,0,0,1,0,unacc
0,3,3,1,2,1,acc,1,0,0,0,unacc
0,3,3,2,0,0,unacc,0,0,1,0,unacc
0,3,3,2,0,2,acc,1,0,0,0,unacc
0,3,3,2,1,0,unacc,0,0,1,0,unacc
0,3,3,2,1,1,acc,1,0,0,0,unacc
0,3,3,2,1,2,acc,1,0,0,0,unacc
0,3,3,2,2,2,acc,1,0,0,0,unacc
0,2,0,0,0,0,unacc,0,0,1,0,unacc
0,2,0,0,0,1,unacc,0,0,1,0,unacc
0,2,0,0,0,2,unacc,0,0,1,0,unacc
0,2,0,0,1,0,unacc,0,0,1,0,unacc
0,2,0,0,1,1,unacc,0,0,1,0,unacc
0,2,0,0,1,2,unacc,0,0,1,0,unacc
0,2,0,0,2,0,unacc,0,0,1,0,unacc
0,2,0,0,2,1,unacc,0,0,1,0,unacc
0,2,0,0,2,2,unacc,0,0,1,0,unacc
0,2,0,1,0,2,acc,1,0,0,0,unacc
0,2,0,1,1,0,unacc,0,0,1,0,unacc
0,2,0,1,1,1,acc,1,0,0,0,unacc
0,2,0,1,1,2,acc,1,0,0,0,unacc
0,2,0,1,2,0,unacc,0,0,1,0,unacc
0,2,0,1,2,1,acc,1,0,0,0,unacc
0,2,0,2,0,0,unacc,0,0,1,0,unacc
0,2,0,2,0,1,unacc,0,0,1,0,unacc
0,2,0,2,0,2,unacc,0,0,1,0,unacc
0,2,0,2,1,0,unacc,0,0,1,0,unacc
0,2,0,2,1,1,acc,1,0,0,0,unacc
0,2,0,2,1,2,acc,1,0,0,0,unacc
0,2,0,2,2,0,unacc,0,0,1,0,unacc
0,2,0,2,2,1,acc,1,0,0,0,unacc
0,2,0,2,2,2,vgood,0,0,0,1,unacc
0,2,1,0,0,0,unacc,0,0,1,0,unacc
0,2,1,0,0,1,unacc,0,0,1,0,unacc
0,2,1,0,0,2,unacc,0,0,1,0,unacc
0,2,1,0,1,0,unacc,0,0,1,0,unacc
0,2,1,0,1,1,unacc,0,0,1,0,unacc
0,2,1,0,1,2,unacc,0,0,1,0,unacc
0,2,1,0,2,1,unacc,0,0,1,0,unacc
0,2,1,0,2,2,unacc,0,0,1,0,unacc
0,2,1,1,0,1,acc,1,0,0,0,unacc
0,2,1,1,0,2,acc,1,0,0,0,unacc
0,2,1,1,1,1,acc,1,0,0,0,unacc
0,2,1,1,1,2,acc,1,0,0,0,unacc
0,2,1,1,2,0,unacc,0,0,1,0,unacc
0,2,1,1,2,1,acc,1,0,0,0,unacc
0,2,1,2,0,1,acc,1,0,0,0,unacc
0,2,1,2,1,0,unacc,0,0,1,0,unacc
0,2,1,2,1,1,acc,1,0,0,0,unacc
0,2,1,2,1,2,vgood,0,0,0,1,unacc
0,2,1,2,2,0,unacc,0,0,1,0,unacc
0,2,1,2,2,1,acc,1,0,0,0,unacc
0,2,1,2,2,2,vgood,0,0,0,1,unacc
0,2,2,0,0,0,unacc,0,0,1,0,unacc
0,2,2,0,0,1,unacc,0,0,1,0,unacc
0,2,2,0,0,2,unacc,0,0,1,0,unacc
0,2,2,0,1,0,unacc,0,0,1,0,unacc
0,2,2,0,1,1,unacc,0,0,1,0,unacc
0,2,2,0,1,2,unacc,0,0,1,0,unacc
0,2,2,0,2,0,unacc,0,0,1,0,unacc
0,2,2,0,2,1,unacc,0,0,1,0,unacc
0,2,2,1,0,1,acc,1,0,0,0,unacc
0,2,2,1,0,2,acc,1,0,0,0,unacc
0,2,2,1,1,0,unacc,0,0,1,0,unacc
0,2,2,1,1,1,acc,1,0,0,0,unacc
0,2,2,1,2,0,unacc,0,0,1,0,unacc
0,2,2,1,2,2,vgood,0,0,0,1,unacc
0,2,2,2,0,0,unacc,0,0,1,0,unacc
0,2,2,2,0,1,acc,1,0,0,0,unacc
0,2,2,2,0,2,acc,1,0,0,0,unacc
0,2,2,2,1,0,unacc,0,0,1,0,unacc
0,2,2,2,1,1,acc,1,0,0,0,unacc
0,2,2,2,1,2,vgood,0,0,0,1,unacc
0,2,2,2,2,0,unacc,0,0,1,0,unacc
0,2,2,2,2,1,acc,1,0,0,0,unacc
0,2,2,2,2,2,vgood,0,0,0,1,unacc
0,2,3,0,0,0,unacc,0,0,1,0,unacc
0,2,3,0,0,1,unacc,0,0,1,0,unacc
0,2,3,0,0,2,unacc,0,0,1,0,unacc
0,2,3,0,1,0,unacc,0,0,1,0,unacc
0,2,3,0,1,1,unacc,0,0,1,0,unacc
0,2,3,0,1,2,unacc,0,0,1,0,unacc
0,2,3,0,2,0,unacc,0,0,1,0,unacc
0,2,3,0,2,1,unacc,0,0,1,0,unacc
0,2,3,0,2,2,unacc,0,0,1,0,unacc
0,2,3,1,0,0,unacc,0,0,1,0,unacc
0,2,3,1,0,2,acc,1,0,0,0,unacc
0,2,3,1,1,0,unacc,0,0,1,0,unacc
0,2,3,1,1,1,acc,1,0,0,0,unacc
0,2,3,1,1,2,vgood,0,0,0,1,unacc
0,2,3,1,2,0,unacc,0,0,1,0,unacc
0,2,3,1,2,1,acc,1,0,0,0,unacc
0,2,3,2,0,0,unacc,0,0,1,0,unacc
0,2,3,2,0,2,acc,1,0,0,0,unacc
0,2,3,2,1,1,acc,1,0,0,0,unacc
0,2,3,2,1,2,vgood,0,0,0,1,unacc
0,2,3,2,2,0,unacc,0,0,1,0,unacc
0,2,3,2,2,1,acc,1,0,0,0,unacc
0,2,3,2,2,2,vgood,0,0,0,1,unacc
0,med,0,0,0,0,unacc,0,0,1,0,unacc
0,med,0,0,0,1,unacc,0,0,1,0,unacc
0,med,0,0,0,2,unacc,0,0,1,0,unacc
0,med,0,0,1,0,unacc,0,0,1,0,unacc
0,med,0,0,1,1,unacc,0,0,1,0,unacc
0,med,0,0,1,2,unacc,0,0,1,0,unacc
0,med,0,0,2,0,unacc,0,0,1,0,unacc
0,med,0,0,2,1,unacc,0,0,1,0,unacc
0,med,0,0,2,2,unacc,0,0,1,0,unacc
0,med,0,1,0,1,acc,1,0,0,0,unacc
0,med,0,1,0,2,good,0,1,0,0,unacc
0,med,0,1,1,0,unacc,0,0,1,0,unacc
0,med,0,1,1,1,acc,1,0,0,0,unacc
0,med,0,1,2,1,good,0,1,0,0,unacc
0,med,0,2,0,0,unacc,0,0,1,0,unacc
0,med,0,2,0,1,unacc,0,0,1,0,unacc
0,med,0,2,0,2,unacc,0,0,1,0,unacc
0,med,0,2,1,1,acc,1,0,0,0,unacc
0,med,0,2,1,2,good,0,1,0,0,unacc
0,med,0,2,2,0,unacc,0,0,1,0,unacc
0,med,0,2,2,1,good,0,1,0,0,unacc
0,med,0,2,2,2,vgood,0,0,0,1,unacc
0,med,1,0,0,1,unacc,0,0,1,0,unacc
0,med,1,0,1,1,unacc,0,0,1,0,unacc
0,med,1,0,1,2,unacc,0,0,1,0,unacc
0,med,1,0,2,0,unacc,0,0,1,0,unacc
0,med,1,0,2,2,unacc,0,0,1,0,unacc
0,med,1,1,0,1,acc,1,0,0,0,unacc
0,med,1,1,0,2,good,0,1,0,0,unacc
0,med,1,1,1,1,acc,1,0,0,0,unacc
0,med,1,1,1,2,good,0,1,0,0,unacc
0,med,1,1,2,0,unacc,0,0,1,0,unacc
0,med,1,1,2,1,good,0,1,0,0,unacc
0,med,1,1,2,2,vgood,0,0,0,1,unacc
0,med,1,2,0,0,unacc,0,0,1,0,unacc
0,med,1,2,0,1,acc,1,0,0,0,unacc
0,med,1,2,0,2,good,0,1,0,0,unacc
0,med,1,2,1,1,good,0,1,0,0,unacc
0,med,1,2,1,2,vgood,0,0,0,1,unacc
0,med,1,2,2,0,unacc,0,0,1,0,unacc
0,med,1,2,2,1,good,0,1,0,0,unacc
0,med,1,2,2,2,vgood,0,0,0,1,unacc
0,med,2,0,0,0,unacc,0,0,1,0,unacc
0,med,2,0,0,1,unacc,0,0,1,0,unacc
0,med,2,0,0,2,unacc,0,0,1,0,unacc
0,med,2,0,1,0,unacc,0,0,1,0,unacc
0,med,2,0,1,1,unacc,0,0,1,0,unacc
0,med,2,0,1,2,unacc,0,0,1,0,unacc
0,med,2,0,2,0,unacc,0,0,1,0,unacc
0,med,2,0,2,1,unacc,0,0,1,0,unacc
0,med,2,0,2,2,unacc,0,0,1,0,unacc
0,med,2,1,0,0,unacc,0,0,1,0,unacc
0,med,2,1,0,2,good,0,1,0,0,unacc
0,med,2,1,1,0,unacc,0,0,1,0,unacc
0,med,2,1,1,1,good,0,1,0,0,unacc
0,med,2,1,1,2,vgood,0,0,0,1,unacc
0,med,2,1,2,0,unacc,0,0,1,0,unacc
0,med,2,1,2,1,good,0,1,0,0,unacc
0,med,2,1,2,2,vgood,0,0,0,1,unacc
0,med,2,2,0,0,unacc,0,0,1,0,unacc
0,med,2,2,0,1,acc,1,0,0,0,unacc
0,med,2,2,0,2,good,0,1,0,0,unacc
0,med,2,2,1,0,unacc,0,0,1,0,unacc
0,med,2,2,1,1,good,0,1,0,0,unacc
0,med,2,2,1,2,vgood,0,0,0,1,unacc
0,med,2,2,2,0,unacc,0,0,1,0,unacc
0,med,3,0,0,0,unacc,0,0,1,0,unacc
0,med,3,0,0,1,unacc,0,0,1,0,unacc
0,med,3,0,0,2,unacc,0,0,1,0,unacc
0,med,3,0,1,0,unacc,0,0,1,0,unacc
0,med,3,0,1,1,unacc,0,0,1,0,unacc
0,med,3,0,1,2,unacc,0,0,1,0,unacc
0,med,3,0,2,0,unacc,0,0,1,0,unacc
0,med,3,0,2,1,unacc,0,0,1,0,unacc
0,med,3,1,0,0,unacc,0,0,1,0,unacc
0,med,3,1,0,1,acc,1,0,0,0,unacc
0,med,3,1,0,2,good,0,1,0,0,unacc
0,med,3,1,1,1,good,0,1,0,0,unacc
0,med,3,1,1,2,vgood,0,0,0,1,unacc
0,med,3,1,2,0,unacc,0,0,1,0,unacc
0,med,3,1,2,2,vgood,0,0,0,1,unacc
0,med,3,2,0,0,unacc,0,0,1,0,unacc
0,med,3,2,0,1,acc,1,0,0,0,unacc
0,med,3,2,0,2,good,0,1,0,0,unacc
0,med,3,2,1,1,good,0,1,0,0,unacc
0,med,3,2,2,0,unacc,0,0,1,0,unacc
0,med,3,2,2,2,vgood,0,0,0,1,unacc
0,0,0,0,0,0,unacc,0,0,1,0,unacc
0,0,0,0,0,1,unacc,0,0,1,0,unacc
0,0,0,0,0,2,unacc,0,0,1,0,unacc
0,0,0,0,1,0,unacc,0,0,1,0,unacc
0,0,0,0,1,1,unacc,0,0,1,0,unacc
0,0,0,0,1,2,unacc,0,0,1,0,unacc
0,0,0,0,2,0,unacc,0,0,1,0,unacc
0,0,0,1,0,0,unacc,0,0,1,0,unacc
0,0,0,1,0,1,acc,1,0,0,0,unacc
0,0,0,1,1,1,acc,1,0,0,0,unacc
0,0,0,1,2,0,unacc,0,0,1,0,unacc
0,0,0,1,2,1,good,0,1,0,0,unacc
0,0,0,2,0,1,unacc,0,0,1,0,unacc
0,0,0,2,0,2,unacc,0,0,1,0,unacc
0,0,0,2,1,0,unacc,0,0,1,0,unacc
0,0,0,2,1,1,acc,1,0,0,0,unacc
0,0,0,2,1,2,good,0,1,0,0,unacc
0,0,0,2,2,0,unacc,0,0,1,0,unacc
0,0,0,2,2,1,good,0,1,0,0,unacc
0,0,0,2,2,2,vgood,0,0,0,1,unacc
0,0,1,0,0,0,unacc,0,0,1,0,unacc
0,0,1,0,0,1,unacc,0,0,1,0,unacc
0,0,1,0,0,2,unacc,0,0,1,0,unacc
0,0,1,0,1,0,unacc,0,0,1,0,unacc
0,0,1,0,1,2,unacc,0,0,1,0,unacc
0,0,1,0,2,0,unacc,0,0,1,0,unacc
0,0,1,0,2,1,unacc,0,0,1,0,unacc
0,0,1,0,2,2,unacc,0,0,1,0,unacc
0,0,1,1,0,0,unacc,0,0,1,0,unacc
0,0,1,1,0,1,acc,1,0,0,0,unacc
0,0,1,1,0,2,good,0,1,0,0,unacc
0,0,1,1,1,0,unacc,0,0,1,0,unacc
0,0,1,1,1,1,acc,1,0,0,0,unacc
0,0,1,1,1,2,good,0,1,0,0,unacc
0,0,1,1,2,0,unacc,0,0,1,0,unacc
0,0,1,1,2,1,good,0,1,0,0,unacc
0,0,1,1,2,2,vgood,0,0,0,1,unacc
0,0,1,2,0,0,unacc,0,0,1,0,unacc
0,0,1,2,0,2,good,0,1,0,0,unacc
0,0,1,2,1,0,unacc,0,0,1,0,unacc
0,0,1,2,1,1,good,0,1,0,0,unacc
0,0,1,2,1,2,vgood,0,0,0,1,unacc
0,0,1,2,2,0,unacc,0,0,1,0,unacc
0,0,1,2,2,2,vgood,0,0,0,1,unacc
0,0,2,0,0,0,unacc,0,0,1,0,unacc
0,0,2,0,0,1,unacc,0,0,1,0,unacc
0,0,2,0,1,0,unacc,0,0,1,0,unacc
0,0,2,0,1,1,unacc,0,0,1,0,unacc
0,0,2,0,2,0,unacc,0,0,1,0,unacc
0,0,2,0,2,1,unacc,0,0,1,0,unacc
0,0,2,0,2,2,unacc,0,0,1,0,unacc
0,0,2,1,0,0,unacc,0,0,1,0,unacc
0,0,2,1,0,1,acc,1,0,0,0,unacc
0,0,2,1,0,2,good,0,1,0,0,unacc
0,0,2,1,1,1,good,0,1,0,0,unacc
0,0,2,1,1,2,vgood,0,0,0,1,unacc
0,0,2,1,2,0,unacc,0,0,1,0,unacc
0,0,2,1,2,1,good,0,1,0,0,unacc
0,0,2,1,2,2,vgood,0,0,0,1,unacc
0,0,2,2,0,1,acc,1,0,0,0,unacc
0,0,2,2,0,2,good,0,1,0,0,unacc
0,0,2,2,1,0,unacc,0,0,1,0,unacc
0,0,2,2,1,1,good,0,1,0,0,unacc
0,0,2,2,1,2,vgood,0,0,0,1,unacc
0,0,2,2,2,0,unacc,0,0,1,0,unacc
0,0,2,2,2,2,vgood,0,0,0,1,unacc
0,0,3,0,0,0,unacc,0,0,1,0,unacc
0,0,3,0,0,1,unacc,0,0,1,0,unacc
0,0,3,0,1,0,unacc,0,0,1,0,unacc
0,0,3,0,1,1,unacc,0,0,1,0,unacc
0,0,3,0,2,0,unacc,0,0,1,0,unacc
0,0,3,0,2,1,unacc,0,0,1,0,unacc
0,0,3,0,2,2,unacc,0,0,1,0,unacc
0,0,3,1,0,0,unacc,0,0,1,0,unacc
0,0,3,1,0,1,acc,1,0,0,0,unacc
0,0,3,1,0,2,good,0,1,0,0,unacc
0,0,3,1,1,1,good,0,1,0,0,unacc
0,0,3,1,1,2,vgood,0,0,0,1,unacc
0,0,3,1,2,0,unacc,0,0,1,0,unacc
0,0,3,1,2,2,vgood,0,0,0,1,unacc
0,0,3,2,0,0,unacc,0,0,1,0,unacc
0,0,3,2,0,1,acc,1,0,0,0,unacc
0,0,3,2,0,2,good,0,1,0,0,unacc
0,0,3,2,1,1,good,0,1,0,0,unacc
0,0,3,2,1,2,vgood,0,0,0,1,unacc
0,0,3,2,2,0,unacc,0,0,1,0,unacc
