X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,X_discretized,Y_discretized,FFMC_discretized,DMC_discretized,DC_discretized,ISI_discretized,temp_discretized,RH_discretized,wind_discretized,rain_discretized,area_discretized,X_z_score,Y_z_score,FFMC_z_score,DMC_z_score,DC_z_score,ISI_z_score,temp_z_score,RH_z_score,wind_z_score,rain_z_score,area_z_score,prediction
7,4,7,5,91.8,170.9,692.3,13.7,23.7,40,1.8,0.0,1.38,"(4.0, 7.0]","(1.999, 4.0]","(91.6, 92.9]","(142.4, 291.3]","(664.2, 713.9]","(10.8, 56.1]","(22.8, 33.3]","(33.0, 42.0]","(0.399, 2.7]","(-0.001, 6.4]","(0.52, 6.57]",0.9965294675156371,-0.261751971572894,0.20971054564638625,0.966837431760454,0.593085757042484,1.1869407078167478,0.8404368151140392,-0.26976832652164456,-1.2128445198274365,-0.07903156383822371,-0.17501512764270377,8.903381642512077
2,4,7,0,93.6,97.9,542.0,14.4,28.3,32,4.0,0.0,8.85,"(0.999, 3.0]","(1.999, 4.0]","(92.9, 96.2]","(68.6, 108.3]","(437.7, 664.2]","(10.8, 56.1]","(22.8, 33.3]","(14.999, 33.0]","(2.7, 4.0]","(-0.001, 6.4]","(6.57, 1090.84]",-1.1544778294159257,-0.261751971572894,0.5180086293230243,-0.1791658730335986,-0.00943517793792339,1.360158261007046,1.6345070030001165,-0.7511652540214759,-0.012389413699606602,-0.07903156383822371,-0.05005938844600774,8.903381642512077
3,4,7,4,91.6,112.4,573.0,8.9,11.2,84,7.6,0.0,3.3,"(0.999, 3.0]","(1.999, 4.0]","(90.2, 91.6]","(108.3, 142.4]","(437.7, 664.2]","(8.4, 10.8]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(4.9, 9.4]","(-0.001, 6.4]","(0.52, 6.57]",-0.7242763700296131,-0.261751971572894,0.17545520301564815,0.04846492038439815,0.11483727039469561,-0.0008367997738659793,-1.3173626084894312,2.377914774727428,1.9519916690550236,-0.07903156383822371,-0.14289798985720759,8.903381642512077
2,4,7,4,91.6,112.4,573.0,8.9,21.4,42,3.1,0.0,4.25,"(0.999, 3.0]","(1.999, 4.0]","(90.2, 91.6]","(108.3, 142.4]","(437.7, 664.2]","(8.4, 10.8]","(19.3, 22.8]","(33.0, 42.0]","(2.7, 4.0]","(-0.001, 6.4]","(0.52, 6.57]",-1.1544778294159257,-0.261751971572894,0.17545520301564815,0.04846492038439815,0.11483727039469561,-0.0008367997738659793,0.4434017211710006,-0.1494190946466867,-0.5034846843882642,-0.07903156383822371,-0.12700669772375897,8.903381642512077
6,3,7,4,91.1,141.1,629.1,7.1,19.3,39,3.6,0.0,1.56,"(4.0, 7.0]","(1.999, 4.0]","(90.2, 91.6]","(108.3, 142.4]","(437.7, 664.2]","(6.5, 8.4]","(15.5, 19.3]","(33.0, 42.0]","(2.7, 4.0]","(-0.001, 6.4]","(0.52, 6.57]",0.5663280081293245,-1.088968126009368,0.08981684643880412,0.4990169045979502,0.33973031399017717,-0.4462533651203464,0.08089141800561792,-0.3299429424591235,-0.23065397845012103,-0.07903156383822371,-0.17200414597531347,8.903381642512077
4,4,7,4,94.3,167.6,684.4,13.0,21.8,53,3.1,0.0,6.54,"(3.0, 4.0]","(1.999, 4.0]","(92.9, 96.2]","(142.4, 291.3]","(664.2, 713.9]","(10.8, 56.1]","(19.3, 22.8]","(42.0, 53.0]","(2.7, 4.0]","(-0.001, 6.4]","(0.52, 6.57]",-0.29407491064330055,-0.261751971572894,0.6379023285306064,0.9150318029135994,0.5614163266609458,1.01372315462645,0.512451302726312,0.5125016806655814,-0.5034846843882642,-0.07903156383822371,-0.0887003198441828,8.903381642512077
4,4,7,1,93.7,102.2,550.3,14.6,22.1,54,7.6,0.0,0.79,"(3.0, 4.0]","(1.999, 4.0]","(92.9, 96.2]","(68.6, 108.3]","(437.7, 664.2]","(10.8, 56.1]","(19.3, 22.8]","(53.0, 100.0]","(4.9, 9.4]","(-0.001, 6.4]","(0.52, 6.57]",-0.29407491064330055,-0.261751971572894,0.5351363006383946,-0.11166156877860652,0.023837767905971193,1.409648990489988,0.5642384888927954,0.5726762966030604,1.9519916690550236,-0.07903156383822371,-0.18488445644137186,8.903381642512077
2,2,7,1,92.1,152.6,658.2,14.3,23.7,24,3.1,0.0,0.0,"(0.999, 3.0]","(1.999, 4.0]","(91.6, 92.9]","(142.4, 291.3]","(437.7, 664.2]","(10.8, 56.1]","(22.8, 33.3]","(14.999, 33.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",-1.1544778294159257,-1.916184280445842,0.2610935595924922,0.6795516717915339,0.4563860638766035,1.335412896265575,0.8404368151140392,-1.2325621815213073,-0.5034846843882642,-0.07903156383822371,-0.19809932042602912,8.903381642512077
3,4,7,1,92.1,152.6,658.2,14.3,21.0,32,3.1,0.0,0.0,"(0.999, 3.0]","(1.999, 4.0]","(91.6, 92.9]","(142.4, 291.3]","(437.7, 664.2]","(10.8, 56.1]","(19.3, 22.8]","(14.999, 33.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",-0.7242763700296131,-0.261751971572894,0.2610935595924922,0.6795516717915339,0.4563860638766035,1.335412896265575,0.37435213961568975,-0.7511652540214759,-0.5034846843882642,-0.07903156383822371,-0.19809932042602912,8.903381642512077
2,2,7,1,92.1,152.6,658.2,14.3,21.8,56,3.1,0.0,0.52,"(0.999, 3.0]","(1.999, 4.0]","(91.6, 92.9]","(142.4, 291.3]","(437.7, 664.2]","(10.8, 56.1]","(19.3, 22.8]","(53.0, 100.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",-1.1544778294159257,-1.916184280445842,0.2610935595924922,0.6795516717915339,0.4563860638766035,1.335412896265575,0.512451302726312,0.6930255284780182,-0.5034846843882642,-0.07903156383822371,-0.18940092894245725,8.903381642512077
2,5,7,1,92.1,152.6,658.2,14.3,20.2,47,4.0,0.0,3.09,"(0.999, 3.0]","(4.0, 5.0]","(91.6, 92.9]","(142.4, 291.3]","(437.7, 664.2]","(10.8, 56.1]","(19.3, 22.8]","(42.0, 53.0]","(2.7, 4.0]","(-0.001, 6.4]","(0.52, 6.57]",-1.1544778294159257,0.56546418286358,0.2610935595924922,0.6795516717915339,0.4563860638766035,1.335412896265575,0.23625297650506755,0.1514539850407079,-0.012389413699606602,-0.07903156383822371,-0.14641080180249624,8.903381642512077
4,6,11,6,84.4,27.2,353.5,6.8,4.8,57,8.5,0.0,8.98,"(3.0, 4.0]","(5.0, 9.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(6.5, 8.4]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(4.9, 9.4]","(-0.001, 6.4]","(6.57, 1090.84]",-0.29407491064330055,1.392680337300054,-1.0577371316909039,-1.2890622243889345,-0.7650918395733648,-0.5204894593447598,-2.4221559133744077,0.7532001444154971,2.4430869397436816,-0.07903156383822371,-0.04788479057511476,8.903381642512077
4,6,11,3,84.6,26.4,352.0,2.0,5.1,61,4.9,0.0,5.38,"(3.0, 4.0]","(5.0, 9.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(4.0, 4.9]","(-0.001, 6.4]","(0.52, 6.57]",-0.29407491064330055,1.392680337300054,-1.0234817890601682,-1.301621164715445,-0.7711050225572011,-1.7082669669353738,-2.3703687272079246,0.9938986081654129,0.4787058569890512,-0.07903156383822371,-0.10810442392292008,8.903381642512077
4,4,11,0,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,17.85,"(3.0, 4.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(14.999, 33.0]","(4.9, 9.4]","(-0.001, 6.4]","(6.57, 1090.84]",-0.29407491064330055,-0.261751971572894,-0.8864604185372159,-1.3173198401235826,-0.7803252364657504,-1.5597947784865471,-2.4566807041520633,-1.4130860293337442,2.4430869397436816,-0.07903156383822371,0.10048969492350557,8.903381642512077
3,4,11,0,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,10.73,"(0.999, 3.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(14.999, 33.0]","(4.9, 9.4]","(-0.001, 6.4]","(6.57, 1090.84]",-0.7242763700296131,-0.261751971572894,-0.8864604185372159,-1.3173198401235826,-0.7803252364657504,-1.5597947784865471,-2.4566807041520633,-1.4130860293337442,2.4430869397436816,-0.07903156383822371,-0.018611357697709396,8.903381642512077
4,4,11,0,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,22.03,"(3.0, 4.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(14.999, 33.0]","(4.9, 9.4]","(-0.001, 6.4]","(6.57, 1090.84]",-0.29407491064330055,-0.261751971572894,-0.8864604185372159,-1.3173198401235826,-0.7803252364657504,-1.5597947784865471,-2.4566807041520633,-1.4130860293337442,2.4430869397436816,-0.07903156383822371,0.1704113803106795,8.903381642512077
4,4,11,0,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,9.77,"(3.0, 4.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(14.999, 33.0]","(4.9, 9.4]","(-0.001, 6.4]","(6.57, 1090.84]",-0.29407491064330055,-0.261751971572894,-0.8864604185372159,-1.3173198401235826,-0.7803252364657504,-1.5597947784865471,-2.4566807041520633,-1.4130860293337442,2.4430869397436816,-0.07903156383822371,-0.03466992659045749,8.903381642512077
4,6,11,4,84.7,26.7,352.6,4.1,2.2,59,4.9,0.0,9.27,"(3.0, 4.0]","(5.0, 9.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(4.0, 4.9]","(-0.001, 6.4]","(6.57, 1090.84]",-0.29407491064330055,1.392680337300054,-1.006354117744798,-1.2969115620930034,-0.7686997493636665,-1.1886143073644801,-2.87097819348393,0.873549376290455,0.4787058569890512,-0.07903156383822371,-0.043033764555430454,8.903381642512077
5,4,1,4,85.2,4.9,15.8,6.3,7.5,46,8.0,0.0,24.24,"(4.0, 7.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(42.0, 53.0]","(4.9, 9.4]","(-0.001, 6.4]","(6.57, 1090.84]",0.13612654874301197,-0.261751971572894,-0.920715761167954,-1.6391426859904055,-2.118859768667734,-0.6442162830521154,-1.9560712378760583,0.09127936910322898,2.1702562338055382,-0.07903156383822371,0.20737954411585996,8.903381642512077
2,5,6,6,93.9,169.7,411.8,12.3,23.4,40,6.3,0.0,0.0,"(0.999, 3.0]","(4.0, 5.0]","(92.9, 96.2]","(142.4, 291.3]","(7.899, 437.7]","(10.8, 56.1]","(22.8, 33.3]","(33.0, 42.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",-1.1544778294159257,0.56546418286358,0.5693916432691326,0.9479990212706886,-0.5313794609349232,0.8405056014361524,0.7886496289475559,-0.26976832652164456,1.2426318336158517,-0.07903156383822371,-0.19809932042602912,8.903381642512077
7,6,6,2,91.2,183.1,437.7,12.5,12.6,90,7.6,0.2,0.0,"(4.0, 7.0]","(5.0, 9.0]","(90.2, 91.6]","(142.4, 291.3]","(7.899, 437.7]","(10.8, 56.1]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",0.9965294675156371,1.392680337300054,0.10694451775417439,1.1583612717397338,-0.42755183474734804,0.8899963309190945,-1.0756890730458424,2.7389624703523014,1.9519916690550236,0.5268770922548249,-0.19809932042602912,8.903381642512077
7,4,6,5,91.6,104.2,474.9,9.0,22.1,49,2.7,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(90.2, 91.6]","(68.6, 108.3]","(437.7, 664.2]","(8.4, 10.8]","(19.3, 22.8]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",0.9965294675156371,-0.261751971572894,0.17545520301564815,-0.0802642179623311,-0.27842489674820525,0.02390856496760506,0.5642384888927954,0.2718032169156657,-0.7217492491387786,-0.07903156383822371,-0.19809932042602912,8.903381642512077
7,4,6,5,91.6,104.2,474.9,9.0,24.2,32,1.8,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(90.2, 91.6]","(68.6, 108.3]","(437.7, 664.2]","(8.4, 10.8]","(22.8, 33.3]","(14.999, 33.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",0.9965294675156371,-0.261751971572894,0.17545520301564815,-0.0802642179623311,-0.27842489674820525,0.02390856496760506,0.9267487920581781,-0.7511652540214759,-1.2128445198274365,-0.07903156383822371,-0.19809932042602912,8.903381642512077
2,5,6,5,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,0.0,"(0.999, 3.0]","(4.0, 5.0]","(90.2, 91.6]","(68.6, 108.3]","(437.7, 664.2]","(8.4, 10.8]","(15.5, 19.3]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-1.1544778294159257,0.56546418286358,0.17545520301564815,-0.0802642179623311,-0.27842489674820525,0.02390856496760506,-0.022682954327348903,0.5125016806655814,-1.2128445198274365,-0.07903156383822371,-0.19809932042602912,8.903381642512077
9,4,6,5,91.6,104.2,474.9,9.0,25.3,39,0.9,0.0,8.0,"(7.0, 9.0]","(1.999, 4.0]","(90.2, 91.6]","(68.6, 108.3]","(437.7, 664.2]","(8.4, 10.8]","(22.8, 33.3]","(33.0, 42.0]","(0.399, 2.7]","(-0.001, 6.4]","(6.57, 1090.84]",1.856932386288262,-0.261751971572894,0.17545520301564815,-0.0802642179623311,-0.27842489674820525,0.02390856496760506,1.1166351413352837,-0.3299429424591235,-1.703939790516094,-0.07903156383822371,-0.06427791298646177,8.903381642512077
4,5,6,4,91.6,100.2,466.3,6.3,22.9,40,1.3,0.0,2.64,"(3.0, 4.0]","(4.0, 5.0]","(90.2, 91.6]","(68.6, 108.3]","(437.7, 664.2]","(-0.001, 6.5]","(22.8, 33.3]","(33.0, 42.0]","(0.399, 2.7]","(-0.001, 6.4]","(0.52, 6.57]",-0.29407491064330055,0.56546418286358,0.17545520301564815,-0.14305891959488193,-0.31290047918886715,-0.6442162830521154,0.702337652003417,-0.26976832652164456,-1.4856752257655794,-0.07903156383822371,-0.15393825597097188,8.903381642512077
7,6,6,1,93.1,180.4,430.8,11.0,26.9,28,5.4,0.0,86.45,"(4.0, 7.0]","(5.0, 9.0]","(92.9, 96.2]","(142.4, 291.3]","(7.899, 437.7]","(10.8, 56.1]","(22.8, 33.3]","(14.999, 33.0]","(4.9, 9.4]","(-0.001, 6.4]","(6.57, 1090.84]",0.9965294675156371,1.392680337300054,0.43237027274618023,1.1159748481377623,-0.4552124764729954,0.5188158597970276,1.3928334675565275,-0.9918637177713916,0.7515365629271943,-0.07903156383822371,1.2480082637177956,8.903381642512077
8,6,6,1,92.3,88.8,440.9,8.5,17.1,67,3.6,0.0,6.57,"(7.0, 9.0]","(5.0, 9.0]","(91.6, 92.9]","(68.6, 108.3]","(437.7, 664.2]","(8.4, 10.8]","(15.5, 19.3]","(53.0, 100.0]","(2.7, 4.0]","(-0.001, 6.4]","(0.52, 6.57]",1.4267309269019497,1.392680337300054,0.2953489022232303,-0.3220238192476519,-0.4147237110484971,-0.09981825873975057,-0.29888128054859275,1.3549463037902865,-0.23065397845012103,-0.07903156383822371,-0.08819848956628443,8.903381642512077
7,5,5,6,93.1,180.4,430.8,11.0,22.2,48,1.3,0.0,0.0,"(4.0, 7.0]","(4.0, 5.0]","(92.9, 96.2]","(142.4, 291.3]","(7.899, 437.7]","(10.8, 56.1]","(19.3, 22.8]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",0.9965294675156371,0.56546418286358,0.43237027274618023,1.1159748481377623,-0.4552124764729954,0.5188158597970276,0.5815008842816228,0.21162860097818684,-1.4856752257655794,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,4,5,6,90.4,89.5,290.8,6.4,14.3,46,1.8,0.0,0.9,"(4.0, 7.0]","(1.999, 4.0]","(90.2, 91.6]","(68.6, 108.3]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(0.52, 6.57]",0.5663280081293245,-0.261751971572894,-0.03007685276877557,-0.31103474646195545,-1.0164428882977263,-0.6194709183106442,-0.7822283514357703,0.09127936910322898,-1.2128445198274365,-0.07903156383822371,-0.1830444120890778,8.903381642512077
8,6,5,6,90.4,89.5,290.8,6.4,15.4,45,2.2,0.0,0.0,"(7.0, 9.0]","(5.0, 9.0]","(90.2, 91.6]","(68.6, 108.3]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",1.4267309269019497,1.392680337300054,-0.03007685276877557,-0.31103474646195545,-1.0164428882977263,-0.6194709183106442,-0.592342002158665,0.03110475316575006,-0.9945799550769218,-0.07903156383822371,-0.19809932042602912,8.903381642512077
8,6,5,2,91.2,147.8,377.2,12.7,19.6,43,4.9,0.0,0.0,"(7.0, 9.0]","(5.0, 9.0]","(90.2, 91.6]","(142.4, 291.3]","(7.899, 437.7]","(10.8, 56.1]","(19.3, 22.8]","(42.0, 53.0]","(4.0, 4.9]","(-0.001, 6.4]","(-0.001, 0.52]",1.4267309269019497,1.392680337300054,0.10694451775417439,0.6041980298324731,-0.6700835484287496,0.9394870604020366,0.13267860417210134,-0.08924447870920779,0.4787058569890512,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,5,5,5,53.4,71.0,233.8,0.4,10.6,90,2.7,0.0,0.0,"(4.0, 7.0]","(4.0, 5.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",0.5663280081293245,0.56546418286358,-6.367315239455235,-0.601460241512503,-1.2449438416835097,-2.1041928027989116,-1.4209369808223977,2.7389624703523014,-0.7217492491387786,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,5,5,0,90.4,93.3,298.1,7.5,20.7,25,4.9,0.0,0.0,"(4.0, 7.0]","(4.0, 5.0]","(90.2, 91.6]","(68.6, 108.3]","(7.899, 437.7]","(6.5, 8.4]","(19.3, 22.8]","(14.999, 33.0]","(4.0, 4.9]","(-0.001, 6.4]","(-0.001, 0.52]",0.5663280081293245,0.56546418286358,-0.03007685276877557,-0.2513797799110322,-0.9871787311097225,-0.3472719061544618,0.3225649534492064,-1.1723875655838285,0.4787058569890512,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,5,5,0,90.4,93.3,298.1,7.5,19.1,39,5.4,0.0,3.52,"(4.0, 7.0]","(4.0, 5.0]","(90.2, 91.6]","(68.6, 108.3]","(7.899, 437.7]","(6.5, 8.4]","(15.5, 19.3]","(33.0, 42.0]","(4.9, 9.4]","(-0.001, 6.4]","(0.52, 6.57]",0.5663280081293245,0.56546418286358,-0.03007685276877557,-0.2513797799110322,-0.9871787311097225,-0.3472719061544618,0.04636662722796252,-0.3299429424591235,0.7515365629271943,-0.07903156383822371,-0.1392179011526195,8.903381642512077
3,6,5,4,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0,"(0.999, 3.0]","(5.0, 9.0]","(90.2, 91.6]","(68.6, 108.3]","(7.899, 437.7]","(6.5, 8.4]","(15.5, 19.3]","(33.0, 42.0]","(4.0, 4.9]","(-0.001, 6.4]","(-0.001, 0.52]",-0.7242763700296131,1.392680337300054,0.08981684643880412,-0.23882083958452208,-1.2517587823985243,-0.4462533651203464,0.06362902261678992,-0.3901175583966024,0.2604412922385365,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,5,4,5,85.1,28.0,113.8,3.5,11.3,94,4.9,0.0,0.0,"(4.0, 7.0]","(4.0, 5.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(4.0, 4.9]","(-0.001, 6.4]","(-0.001, 0.52]",0.5663280081293245,0.56546418286358,-0.9378434324833242,-1.2765032840624244,-1.725998480390422,-1.3370864958133069,-1.3001002131006032,2.9796609341022173,0.4787058569890512,-0.07903156383822371,-0.19809932042602912,8.903381642512077
1,4,8,6,89.6,84.1,714.3,5.7,19.0,52,2.2,0.0,0.0,"(0.999, 3.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(713.9, 860.6]","(-0.001, 6.5]","(15.5, 19.3]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-1.5846792888022383,-0.261751971572894,-0.16709822329172797,-0.3958075936658992,0.6812791074720846,-0.792688471500942,0.02910423183913451,0.4523270647281025,-0.9945799550769218,-0.07903156383822371,-0.19809932042602912,8.903381642512077
7,4,8,6,89.6,84.1,714.3,5.7,17.1,53,5.4,0.0,0.41,"(4.0, 7.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(713.9, 860.6]","(-0.001, 6.5]","(15.5, 19.3]","(42.0, 53.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",0.9965294675156371,-0.261751971572894,-0.16709822329172797,-0.3958075936658992,0.6812791074720846,-0.792688471500942,-0.29888128054859275,0.5125016806655814,0.7515365629271943,-0.07903156383822371,-0.1912409732947513,8.903381642512077
3,4,8,6,89.6,84.1,714.3,5.7,23.8,35,3.6,0.0,5.18,"(0.999, 3.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(713.9, 860.6]","(-0.001, 6.5]","(22.8, 33.3]","(33.0, 42.0]","(2.7, 4.0]","(-0.001, 6.4]","(0.52, 6.57]",-0.7242763700296131,-0.261751971572894,-0.16709822329172797,-0.3958075936658992,0.6812791074720846,-0.792688471500942,0.8576992105028672,-0.5706414062090391,-0.23065397845012103,-0.07903156383822371,-0.11144995910890926,8.903381642512077
2,4,8,6,92.4,105.8,758.1,9.9,16.0,45,1.8,0.0,0.0,"(0.999, 3.0]","(1.999, 4.0]","(91.6, 92.9]","(68.6, 108.3]","(713.9, 860.6]","(8.4, 10.8]","(15.5, 19.3]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-1.1544778294159257,-0.261751971572894,0.31247657353860053,-0.05514633730931086,0.8568640506001078,0.24661684764084527,-0.4887676298256984,0.03110475316575006,-1.2128445198274365,-0.07903156383822371,-0.19809932042602912,8.903381642512077
2,4,8,6,92.4,105.8,758.1,9.9,24.9,27,2.2,0.0,0.0,"(0.999, 3.0]","(1.999, 4.0]","(91.6, 92.9]","(68.6, 108.3]","(713.9, 860.6]","(8.4, 10.8]","(22.8, 33.3]","(14.999, 33.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-1.1544778294159257,-0.261751971572894,0.31247657353860053,-0.05514633730931086,0.8568640506001078,0.24661684764084527,1.0475855597799724,-1.0520383337088706,-0.9945799550769218,-0.07903156383822371,-0.19809932042602912,8.903381642512077
7,4,8,6,92.4,105.8,758.1,9.9,25.3,27,2.7,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(91.6, 92.9]","(68.6, 108.3]","(713.9, 860.6]","(8.4, 10.8]","(22.8, 33.3]","(14.999, 33.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",0.9965294675156371,-0.261751971572894,0.31247657353860053,-0.05514633730931086,0.8568640506001078,0.24661684764084527,1.1166351413352837,-1.0520383337088706,-0.7217492491387786,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,3,8,6,92.4,105.8,758.1,9.9,24.8,28,1.8,0.0,14.29,"(4.0, 7.0]","(1.999, 4.0]","(91.6, 92.9]","(68.6, 108.3]","(713.9, 860.6]","(8.4, 10.8]","(22.8, 33.3]","(14.999, 33.0]","(0.399, 2.7]","(-0.001, 6.4]","(6.57, 1090.84]",0.5663280081293245,-1.088968126009368,0.31247657353860053,-0.05514633730931086,0.8568640506001078,0.24661684764084527,1.0303231643911448,-0.9918637177713916,-1.2128445198274365,-0.07903156383822371,0.04093916861289806,8.903381642512077
2,4,8,6,50.4,46.2,706.6,0.4,12.2,78,6.3,0.0,0.0,"(0.999, 3.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(664.2, 713.9]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",-1.1544778294159257,-0.261751971572894,-6.881145378916299,-0.9907873916343182,0.6504114348217247,-2.1041928027989116,-1.1447386546011535,2.0168670791025547,1.2426318336158517,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,5,8,2,92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0.0,"(4.0, 7.0]","(4.0, 5.0]","(91.6, 92.9]","(108.3, 142.4]","(713.9, 860.6]","(8.4, 10.8]","(22.8, 33.3]","(14.999, 33.0]","(4.0, 4.9]","(-0.001, 6.4]","(-0.001, 0.52]",0.5663280081293245,0.56546418286358,0.34673191616933624,0.09556094660881127,0.9330310350620357,-0.025582164515337017,0.9440111874470061,-1.0520383337088706,0.4787058569890512,-0.07903156383822371,-0.19809932042602912,8.903381642512077
4,4,8,2,92.6,115.4,777.1,8.8,19.7,41,1.8,0.0,1.58,"(3.0, 4.0]","(1.999, 4.0]","(91.6, 92.9]","(108.3, 142.4]","(713.9, 860.6]","(8.4, 10.8]","(19.3, 22.8]","(33.0, 42.0]","(0.399, 2.7]","(-0.001, 6.4]","(0.52, 6.57]",-0.29407491064330055,-0.261751971572894,0.34673191616933624,0.09556094660881127,0.9330310350620357,-0.025582164515337017,0.14994099956092874,-0.20959371058416562,-1.2128445198274365,-0.07903156383822371,-0.17166959245671456,8.903381642512077
3,4,8,2,91.2,134.7,817.5,7.2,18.5,30,2.7,0.0,0.0,"(0.999, 3.0]","(1.999, 4.0]","(90.2, 91.6]","(108.3, 142.4]","(713.9, 860.6]","(6.5, 8.4]","(15.5, 19.3]","(14.999, 33.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-0.7242763700296131,-0.261751971572894,0.10694451775417439,0.39854538198586875,1.0949860967600293,-0.42150800037887515,-0.05720774510500431,-0.8715144858964338,-0.7217492491387786,-0.07903156383822371,-0.19809932042602912,8.903381642512077
